Subject,Activity,AccMeanX,AccMeanY,AccMeanZ,AccStdX,AccStdY,AccStdZ,AccEnergyX,AccEnergyY,AccEnergyZ,GravAccMeanX,GravAccMeanY,GravAccMeanZ,GravAccStdX,GravAccStdY,GravAccStdZ,GravAccEnergyX,GravAccEnergyY,GravAccEnergyZ,AccJerkMeanX,AccJerkMeanY,AccJerkMeanZ,AccJerkStdX,AccJerkStdY,AccJerkStdZ,AccJerkEnergyX,AccJerkEnergyY,AccJerkEnergyZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroStdX,GyroStdY,GyroStdZ,GyroEnergyX,GyroEnergyY,GyroEnergyZ,GyroJerkMeanX,GyroJerkMeanY,GyroJerkMeanZ,GyroJerkStdX,GyroJerkStdY,GyroJerkStdZ
12,Walking,0.18910878,-0.0044626562,-0.11425783,-0.0078919238,-0.099765132,-0.52194223,-0.50544057,-0.84259203,-0.89389198,0.96052983,-0.1557023,-0.020962372,-0.98685331,-0.98010601,-0.9686119,0.8919024,-0.96343524,-0.99855857,0.0098880344,-0.18956136,0.26641989,0.26109054,-0.070863122,-0.60715969,-0.20312829,-0.56343678,-0.91807364,-0.12084737,0.045199394,0.093680283,-0.54210779,-0.34959192,-0.57789125,-0.8985336,-0.7884071,-0.91659384,-0.026380031,-0.080989384,0.080773673,-0.28799156,-0.48072415,-0.59090248
27,Standing,0.27631656,-0.015386661,-0.10518001,-0.99609541,-0.9618046,-0.98448607,-0.99997577,-0.99957094,-0.99966298,0.96950241,-0.16823113,-0.018296587,-0.99835537,-0.99353067,-0.99149756,0.91562353,-0.95650444,-0.99886614,0.0761505,0.011966738,-0.0082105886,-0.98920437,-0.96115226,-0.98882105,-0.99986844,-0.99887769,-0.99977305,-0.02748956,-0.078320834,0.083943343,-0.97458282,-0.98960332,-0.98681554,-0.9996626,-0.99991755,-0.99986359,-0.098590456,-0.037605496,-0.053313074,-0.97662313,-0.98969757,-0.98377514
26,Standing,0.26884023,-0.031632779,-0.11496698,-0.99389842,-0.97795012,-0.99149204,-0.99994028,-0.99944454,-0.99978721,0.96443354,-0.17687643,0.074727114,-0.98519277,-0.96502782,-0.98971566,0.90221015,-0.95126978,-0.99055132,0.075124842,0.011309331,0.0033846466,-0.98791149,-0.98497502,-0.99344524,-0.99984493,-0.99974318,-0.99988188,-0.016133168,-0.052315389,0.018028759,-0.98040477,-0.98244666,-0.95241962,-0.99970637,-0.99972034,-0.99696546,-0.11392678,-0.050000579,-0.026428024,-0.99040082,-0.99385257,-0.99141408
13,Walking,0.30149389,-0.016356243,-0.16291932,-0.31034271,0.48256677,-0.4549972,-0.76075188,-0.57755705,-0.8588749,0.93176202,-0.30093011,0.034579847,-0.98340681,-0.97388792,-0.96583978,0.81682449,-0.84561381,-0.99828961,-0.059624115,0.035165542,0.29577543,-0.1499675,0.35623046,-0.60162786,-0.63600365,-0.076125316,-0.91581294,-0.028350578,-0.040289325,0.072554733,-0.2307772,-0.44680182,-0.31675345,-0.73028083,-0.84829474,-0.78320827,-0.45716926,0.14966389,-0.099454551,-0.01155327,-0.64510388,-0.096681939
10,Sitting,0.27585638,-0.016754281,-0.1068294,-0.99385292,-0.9900976,-0.99203205,-0.99995458,-0.99994309,-0.99986111,0.68455802,-0.56748625,0.32751302,-0.99793819,-0.99584113,-0.9942531,0.23427981,-0.41769532,-0.79508162,0.078050866,0.010837021,-0.0012544728,-0.99108106,-0.99321468,-0.99288257,-0.99989959,-0.99991172,-0.99986979,-0.027558037,-0.073062832,0.086388076,-0.99499151,-0.99583378,-0.98891266,-0.99998035,-0.99998055,-0.99989781,-0.099233071,-0.038343091,-0.05463295,-0.98971544,-0.99586838,-0.99666087
19,Sitting,0.26528812,-0.0076576701,-0.10810929,-0.98285285,-0.95219794,-0.9935001,-0.99974986,-0.99922095,-0.9998949,0.17784769,0.59310252,0.67290051,-0.96695441,-0.95248196,-0.99102364,-0.60886181,-0.27923485,-0.11940353,0.083672199,-0.012945723,-0.0048135748,-0.99613096,-0.98969358,-0.99621328,-0.99996594,-0.99984617,-0.99993692,-0.054695775,-0.19090532,0.16407409,-0.9876223,-0.95646917,-0.95049243,-0.99944107,-0.99662243,-0.99633998,-0.089461126,-0.015949478,-0.086116458,-0.9926057,-0.99330509,-0.99652921
28,Sitting,0.2764196,-0.022142404,-0.080809951,-0.97802258,-0.90562429,-0.90300864,-0.99966522,-0.99790307,-0.9933993,0.95332753,-0.22957866,-0.070928115,-0.99856536,-0.99173545,-0.97668386,0.87295421,-0.913702,-0.98838705,0.076982519,0.0013944007,0.016209762,-0.96289391,-0.93390897,-0.95103371,-0.9990639,-0.99719879,-0.99809436,-0.026975264,-0.052901415,0.095563579,-0.96235346,-0.9242982,-0.94157444,-0.99929089,-0.99691555,-0.99816088,-0.09445108,-0.063704467,-0.075774455,-0.96762376,-0.96145895,-0.9556956
28,Sitting,0.27865799,-0.018938296,-0.099832395,-0.99436317,-0.97557967,-0.97258855,-0.99996013,-0.99978717,-0.99917647,0.95360816,-0.23348216,-0.063082285,-0.9972955,-0.99600671,-0.97651648,0.87369065,-0.91049097,-0.99064055,0.074698792,0.016168693,-0.015727689,-0.98834037,-0.97549612,-0.98335551,-0.99985291,-0.99946605,-0.99961708,-0.026698717,-0.078591924,0.0828446,-0.9965933,-0.9815428,-0.98285454,-0.9999887,-0.99978234,-0.99978962,-0.097611095,-0.04332368,-0.052913107,-0.99593313,-0.99161721,-0.98353684
18,Standing,0.27529461,-0.019225371,-0.11140386,-0.99264831,-0.98866538,-0.97916739,-0.99994083,-0.99992423,-0.99950185,0.91944428,-0.23815437,-0.22324211,-0.99423892,-0.99490384,-0.9838739,0.78512952,-0.90656515,-0.89639975,0.076881801,0.0085611521,0.0044277086,-0.9895013,-0.98799311,-0.98610594,-0.9998736,-0.9998127,-0.99969939,-0.020960988,-0.087412106,0.096159222,-0.98880288,-0.98610644,-0.98777074,-0.99989502,-0.99984023,-0.99984362,-0.095545036,-0.030044206,-0.068112881,-0.9932094,-0.99288463,-0.99162738
10,Laying,0.25798766,-0.015176508,-0.10028089,-0.98481332,-0.97098444,-0.98756166,-0.99974299,-0.99972184,-0.99966456,-0.39470177,-0.99965287,0.29006023,-0.98735543,-0.99760748,-0.98601999,-0.99411596,0.8586895,-0.83998524,0.067971569,0.010583385,-0.0037677211,-0.97943526,-0.97441996,-0.9913218,-0.9996496,-0.99942906,-0.99983455,-0.024831903,-0.069973955,0.092646223,-0.99008335,-0.9611385,-0.98092579,-0.99993327,-0.99915603,-0.99973893,-0.10803124,-0.024403212,-0.045448446,-0.98781693,-0.96511617,-0.98851705
26,Standing,0.27764618,-0.01180609,-0.10032792,-0.99656366,-0.97224848,-0.97646358,-0.99997982,-0.99969602,-0.99933063,0.97017102,-0.13014106,0.07504094,-0.99911456,-0.99059983,-0.96630964,0.91739759,-0.9757689,-0.99041886,0.076470074,-0.0082926133,-0.029509012,-0.99354751,-0.97915662,-0.98881244,-0.99993526,-0.99958253,-0.99977177,-0.017702899,-0.053056458,0.068847623,-0.97988599,-0.98005954,-0.97584816,-0.99971776,-0.99967582,-0.99951472,-0.094240984,-0.034343914,-0.061546979,-0.98929405,-0.99124979,-0.98794105
14,UpStairs,0.26267934,0.0013988593,-0.10456185,-0.3252484,0.4601414,0.68155734,-0.77098431,-0.58953724,0.25053794,0.66958299,-0.33230005,-0.49252848,-0.93757004,-0.91166975,-0.86220017,0.2027736,-0.80898877,-0.50838175,-0.1045207,0.24728177,-0.15267958,-0.40472443,-0.30404825,-0.24406853,-0.82019368,-0.75327968,-0.70730866,0.2846901,-0.27645359,-0.36860532,-0.30535884,0.61783601,0.96055982,-0.71736719,0.2947986,0.84908377,-0.34683114,-0.27324645,0.05482189,-0.61539331,-0.18108717,-0.33713183
28,UpStairs,0.23986358,-0.049962148,-0.11096426,-0.23864852,-0.17158307,-0.36558746,-0.70862072,-0.86475514,-0.8162365,0.83510609,-0.34342431,-0.29182455,-0.97975347,-0.91793625,-0.95414527,0.57569775,-0.79533734,-0.82493069,0.10455465,0.090497735,0.050226381,-0.30992244,-0.3137069,-0.64870777,-0.75925371,-0.76013505,-0.93401286,0.21885761,-0.31000076,-0.20183104,-0.49172598,-0.55860304,-0.081190543,-0.84296371,-0.89376611,-0.57736122,-0.18464461,0.0058033527,-0.24185126,-0.47669073,-0.71027651,-0.60608925
1,Laying,0.20896421,-0.022742569,-0.16644945,-0.95384561,-0.93132033,-0.72608707,-0.99779513,-0.99878487,-0.95849681,-0.30336177,0.91828313,-0.33406763,-0.89331474,-0.95365793,-0.734641,-0.97252507,0.69155297,-0.76866933,0.10743578,0.04915265,0.15072266,-0.99243161,-0.99221644,-0.98720213,-0.99991662,-0.99989042,-0.99969821,-0.072931964,-0.081659445,0.11781819,-0.97380182,-0.99682582,-0.97242819,-0.99832968,-0.99997774,-0.99915497,-0.12117714,-0.040054031,-0.024570479,-0.98662501,-0.99904817,-0.98342685
16,Laying,0.21116954,0.0035118055,-0.09131309,-0.95756999,-0.91593963,-0.94512163,-0.99803502,-0.99756867,-0.99747579,-0.28731896,-0.44761002,0.91435295,-0.93121195,-0.95452978,-0.97591864,-0.96753951,-0.64393906,0.63319684,0.073711737,0.021844772,-0.041407121,-0.97298756,-0.92508565,-0.96356464,-0.99945367,-0.99649747,-0.99880498,-0.023520307,-0.067208942,0.088387137,-0.95583181,-0.91852645,-0.97517616,-0.99902661,-0.99652606,-0.99961318,-0.11292335,-0.054878998,-0.052009985,-0.96649739,-0.97026485,-0.96893819
22,Sitting,0.2821104,-0.019892261,-0.12401003,-0.97951899,-0.92972928,-0.85919365,-0.99969938,-0.99877975,-0.98899388,0.95099395,0.076630066,0.16007055,-0.9908302,-0.98944667,-0.92234224,0.86684172,-0.98268965,-0.95255402,0.070003861,0.0024543967,0.014977465,-0.97621392,-0.95880651,-0.94842263,-0.99955686,-0.99876186,-0.99792649,-0.03046116,-0.06783277,0.092935002,-0.96780279,-0.93668062,-0.94366764,-0.99946849,-0.9978634,-0.99829568,-0.097326616,-0.033277146,-0.052749416,-0.97801223,-0.97696914,-0.97802675
6,DownStairs,0.43135238,0.0039076224,-0.10592927,0.40358511,0.35371465,-0.062535318,-0.011046585,-0.64654667,-0.60527899,0.89808027,-0.25782624,-0.00084708152,-0.95615099,-0.93099736,-0.93695321,0.73092327,-0.88878726,-0.99973989,0.092930043,0.07631546,-0.42336478,0.31870366,0.31134623,0.034067367,-0.12908115,-0.13583401,-0.45773954,-0.44428054,0.18192109,0.15143448,-0.17827078,0.093124368,0.049157325,-0.58101779,-0.39988658,-0.48969421,-0.09671244,-0.24596566,0.016416721,0.53944134,0.19346431,0.54121246
11,Walking,0.2649733,-0.00053211513,-0.14145592,-0.41974179,0.069331128,-0.55619088,-0.83028535,-0.77858915,-0.90651285,0.95912305,-0.21266767,0.090017314,-0.97745454,-0.96593135,-0.96636626,0.88821068,-0.92687419,-0.98586321,0.19353831,0.18851775,-0.0063363123,-0.40846871,-0.058085148,-0.70857778,-0.82248275,-0.55150159,-0.95385627,-0.0095584962,-0.10638622,0.10496682,-0.51192542,-0.46966212,-0.41928141,-0.89088684,-0.86052395,-0.8429475,-0.18197509,0.13759194,0.038998071,-0.47401702,-0.72376222,-0.53265071
6,Sitting,0.27825623,-0.019345499,-0.11166737,-0.9894556,-0.96841501,-0.94357117,-0.99989957,-0.99968059,-0.99778755,0.95984605,-0.10013878,-0.16312621,-0.99586418,-0.98901581,-0.97031197,0.89009297,-0.98700212,-0.94364425,0.081969528,0.020344866,-0.0015659239,-0.98161737,-0.96621392,-0.97382157,-0.99970672,-0.99910834,-0.99927528,-0.029516174,-0.066770126,0.084315788,-0.98593333,-0.96792934,-0.97597214,-0.99988379,-0.99940318,-0.99963436,-0.09629994,-0.027861925,-0.052872789,-0.96718137,-0.97901718,-0.9860808
10,Standing,0.25613926,0.017335257,-0.077378494,-0.92618481,-0.91343815,-0.67690518,-0.99688284,-0.99610542,-0.94862252,0.96190559,0.0722477,0.068147951,-0.90410931,-0.92949998,-0.70110783,0.89593858,-0.98391772,-0.98830302,0.11927425,0.0047380744,-0.18188349,-0.86240756,-0.93502204,-0.92755606,-0.98966994,-0.99728193,-0.99629819,0.12904532,-0.47833052,0.30805219,-0.85186651,-0.79660812,-0.92587687,-0.97403801,-0.95112719,-0.97820859,-0.17723646,-0.035990094,-0.066800696,-0.86329627,-0.86090187,-0.91634128
13,Walking,0.27405281,-0.032028967,-0.068393354,-0.26387191,0.53812375,-0.41889097,-0.72776703,-0.54512652,-0.84276756,0.94016376,-0.30645821,0.02359068,-0.97795129,-0.96813825,-0.95659735,0.83860506,-0.83949887,-0.9992774,0.21022449,-0.026749041,0.13417868,-0.045461915,0.42801852,-0.54647721,-0.54181911,0.02354096,-0.89195091,-0.12176809,-0.0011617177,0.077351873,-0.18106223,-0.44494285,-0.36136066,-0.68870739,-0.84655823,-0.81045153,0.060558621,-0.094225722,-0.017772114,0.071868184,-0.59302238,-0.068040567
17,Sitting,0.28149018,-0.0064102819,-0.091573851,-0.99850491,-0.98362039,-0.9817461,-0.99998991,-0.99967883,-0.99918443,0.96531544,-0.13118401,-0.10919325,-0.99726235,-0.98133819,-0.97895027,0.90453246,-0.97529776,-0.9739097,0.07594734,0.015051182,0.0032501115,-0.99870013,-0.99239342,-0.99273011,-0.99999028,-0.99989789,-0.99986643,-0.020954877,-0.052525611,0.11170754,-0.99360511,-0.98747087,-0.99061047,-0.99994178,-0.99980899,-0.99967237,-0.094044458,-0.046290393,-0.048635572,-0.99755174,-0.99840224,-0.99528879
2,DownStairs,0.31001933,-0.055972223,-0.1350257,0.23975032,0.53542469,-0.15651512,-0.23132012,-0.54439244,-0.67817478,0.84203875,-0.34044325,0.10503881,-0.95681078,-0.93153941,-0.90499329,0.59248763,-0.79920368,-0.98005061,0.19206459,-0.019799363,0.32832704,0.39011745,0.40252538,-0.30516906,-0.032670203,-0.012437131,-0.75175811,0.019782579,-0.066042552,0.053208167,0.042940679,-0.2919138,-0.24409305,-0.50338961,-0.75227692,-0.73464651,0.089190895,0.0082075546,0.12281345,0.2097229,-0.33825267,-0.10119001
17,Standing,0.27986105,-0.0096717695,-0.099477555,-0.95219455,-0.87767232,-0.85767606,-0.99865761,-0.99659175,-0.98903403,0.93438636,-0.28848315,-0.04328977,-0.99032134,-0.97544378,-0.9366005,0.82360258,-0.85890394,-0.99508937,0.095644465,-0.012582554,0.016133057,-0.89125238,-0.89125535,-0.95987602,-0.99339384,-0.99309297,-0.99861318,-0.00017404342,-0.095118775,0.13700047,-0.85159525,-0.87799218,-0.92781553,-0.98926442,-0.9923112,-0.99632284,-0.140543,-0.061012838,-0.055923353,-0.80723069,-0.93134577,-0.89482325
9,UpStairs,0.26184945,-0.060782036,-0.20155891,-0.27921567,-0.29016697,-0.12108946,-0.73888503,-0.89830584,-0.63943336,0.86230588,0.063662594,-0.36358056,-0.94772783,-0.92055904,-0.90774602,0.6419245,-0.98667484,-0.73003987,0.35286096,0.28036524,-0.49872399,-0.33864813,-0.51698014,-0.6482667,-0.77844324,-0.87958972,-0.93351437,0.092448215,-0.19239121,0.048033103,-0.33982108,-0.20587821,-0.26539732,-0.79191342,-0.6862882,-0.749141,-0.45266382,0.045962571,-0.16795884,-0.59261447,-0.69629842,-0.62437918
8,UpStairs,0.25863904,-0.077913002,-0.080723003,-0.29050004,0.53807082,0.31360638,-0.7469248,-0.5389032,-0.23156033,0.80171134,-0.27235434,-0.38263992,-0.87996612,-0.95104866,-0.81238938,0.49700648,-0.87510497,-0.70030323,-0.061232335,-0.075652851,-0.078924031,-0.23740592,0.085065735,-0.38223641,-0.70648755,-0.40651516,-0.80286871,0.17585151,-0.29563366,0.0025065212,-0.32295163,-0.21419178,0.71975906,-0.7643448,-0.68672743,0.36490535,-0.091057476,-0.33838106,-0.81632111,-0.47127999,-0.53158131,-0.25803975
8,DownStairs,0.1660384,0.016284384,-0.14939706,-0.04442682,0.51075169,0.24486865,-0.53999936,-0.55944164,-0.30744583,0.95292892,-0.21027085,0.00075696628,-0.91321875,-0.94983705,-0.94248747,0.87224901,-0.92856878,-0.99980559,-0.27894559,0.17827428,-0.10219912,0.28656248,0.56717451,0.28162058,-0.17039368,0.23134815,-0.17193283,-0.089149654,-0.09004759,0.12968372,-0.098327827,0.066005283,-0.175598,-0.62725227,-0.43992039,-0.68446715,0.035406499,-0.40817904,-0.018078103,0.0064430455,-0.063861871,-0.23556795
5,Standing,0.27802502,-0.017025198,-0.11254668,-0.98853388,-0.91395165,-0.96701379,-0.99988556,-0.99826506,-0.99902857,0.97338972,-0.074036706,0.080134922,-0.99834589,-0.97291387,-0.98138418,0.92594988,-0.99390935,-0.98900432,0.072351353,0.0028456014,0.013263068,-0.97589403,-0.94063174,-0.9614435,-0.99954715,-0.99768141,-0.99869723,-0.033747981,-0.074262739,0.10451425,-0.97716205,-0.94746615,-0.896943,-0.99969999,-0.99851126,-0.99457895,-0.098082361,-0.040300942,-0.057584491,-0.96451987,-0.95136454,-0.9006428
29,Standing,0.27589101,-0.010786714,-0.097182749,-0.99593991,-0.95392525,-0.97597518,-0.99997422,-0.99934758,-0.99922484,0.9744464,-0.121057,-0.0099188299,-0.9979678,-0.99328275,-0.99488129,0.92876175,-0.97954038,-0.99952209,0.082625827,0.036035247,0.021459273,-0.99092762,-0.97974425,-0.99098671,-0.99989704,-0.99959938,-0.99982599,-0.018912951,-0.061984735,0.076942767,-0.97726343,-0.982729,-0.96498087,-0.99967669,-0.99978305,-0.99925896,-0.10579119,-0.039586204,-0.061929543,-0.98236591,-0.99115761,-0.97859039
29,Walking,0.29131076,0.00065066948,-0.063824594,-0.024613427,-0.02297785,-0.24644994,-0.52338491,-0.81468549,-0.73989584,0.96491402,-0.13346635,0.06380894,-0.97644626,-0.98217146,-0.93493122,0.90349579,-0.97429383,-0.99311505,0.18137814,-0.26132893,0.0069925195,-0.013234839,0.12757789,-0.42739602,-0.51061308,-0.35932401,-0.83002465,0.1293,-0.12648093,0.12623223,-0.58042771,-0.13905994,-0.42188661,-0.90361792,-0.63381061,-0.84386126,-0.058368422,-0.031902279,-0.01976756,-0.31666237,-0.5518779,-0.5074642
25,Sitting,0.27678615,-0.011318145,-0.10849705,-0.99586186,-0.98324625,-0.98101663,-0.99997401,-0.99982134,-0.99957484,0.96852746,0.07621522,-0.0038797007,-0.99899152,-0.98901525,-0.98899428,0.91303793,-0.98284026,-0.99981674,0.077024567,0.0090035254,-0.0010252155,-0.99341311,-0.98941927,-0.99680615,-0.99993347,-0.99984243,-0.99994775,-0.026596075,-0.073790947,0.089037486,-0.99631243,-0.9816085,-0.9884521,-0.99998716,-0.99978675,-0.99988831,-0.095228388,-0.037515924,-0.056826174,-0.9965269,-0.9943171,-0.99493811
22,Laying,0.27027885,-0.013028913,-0.10818379,-0.94907562,-0.96521101,-0.99301348,-0.99848154,-0.99960629,-0.99988499,-0.65631908,0.42064354,0.92501416,-0.95454231,-0.97838778,-0.99442072,-0.96960989,-0.62865635,0.67171726,0.040660244,-0.01053803,0.0046581386,-0.98795348,-0.98997564,-0.99295381,-0.99984168,-0.99985207,-0.9998713,-0.027951495,-0.047466018,0.085908616,-0.99212085,-0.97606497,-0.9915756,-0.99995845,-0.99953328,-0.9999326,-0.1027078,-0.041768879,-0.054465153,-0.99304598,-0.99093764,-0.99582095
6,UpStairs,0.25537804,0.0031689492,-0.17028976,-0.039148544,0.23028745,-0.096493099,-0.53735961,-0.70754626,-0.62722324,0.89273618,-0.3887037,-0.047030007,-0.98058757,-0.93916653,-0.85857995,0.71740355,-0.73475412,-0.99362769,-0.065125764,0.59505273,0.057497608,-0.12981421,-0.012612764,-0.2982058,-0.61867814,-0.50667528,-0.74701003,-0.11845258,0.040961824,-0.031606462,-0.096912206,0.093960437,-0.16571181,-0.62323043,-0.40799276,-0.67227151,-0.57634611,0.19443526,0.050103682,0.06110396,-0.1444675,-0.21657872
11,Laying,0.27726429,-0.017782125,-0.10808303,-0.99812094,-0.9928333,-0.9930118,-0.99999066,-0.99996199,-0.99988491,-0.12978316,0.93632495,0.16914887,-0.99821608,-0.99877772,-0.99690692,-0.89073693,0.75721203,-0.94711446,0.073128358,0.014937049,0.00015503078,-0.99655577,-0.99022272,-0.99336001,-0.99997056,-0.99985825,-0.99988009,-0.026735177,-0.074014124,0.086985427,-0.99677927,-0.99921488,-0.99666362,-0.99998963,-0.99999773,-0.99998103,-0.097394945,-0.041767851,-0.055085162,-0.99746918,-0.99893468,-0.99600485
6,Standing,0.26344418,-0.065645275,-0.24360863,-0.91668669,-0.81072271,-0.86776275,-0.99615299,-0.98824046,-0.96350477,0.97342321,-0.15340489,0.051665138,-0.92937854,-0.85658741,-0.84099895,0.92626448,-0.96325163,-0.99468302,0.082226333,0.077528799,0.11305974,-0.86325855,-0.87215094,-0.90826236,-0.9897975,-0.99065856,-0.9944798,0.018076323,0.2802789,-0.048856683,-0.78703652,-0.68895945,-0.89106625,-0.97771226,-0.93013142,-0.98705998,-0.038206245,-0.082699139,-0.021260286,-0.73275094,-0.78943729,-0.91533501
1,Walking,0.30363491,-0.014656769,-0.042613832,-0.21530926,0.12091731,-0.2186594,-0.6907541,-0.75745431,-0.71755031,0.94257515,-0.25166426,-0.018301776,-0.9851838,-0.9844942,-0.97306309,0.84486539,-0.89472669,-0.998836,0.10305991,-0.084826191,-0.10391814,-0.050928555,0.070493893,-0.54737849,-0.5470708,-0.42220396,-0.89237715,0.048135448,-0.082637884,0.12433628,-0.49519683,-0.075819651,-0.29826376,-0.87984969,-0.57873967,-0.7709149,0.20131231,-0.14407341,-0.14596898,-0.22613905,-0.3381877,-0.32594319
10,Sitting,0.27828022,-0.017186888,-0.10858472,-0.99713409,-0.99537,-0.99321051,-0.99998398,-0.99997816,-0.99988896,0.68163952,-0.57077595,0.32604516,-0.99704465,-0.99811072,-0.99619511,0.22807309,-0.41070208,-0.79694715,0.074499633,0.0063600174,-0.0041121966,-0.99625408,-0.9921939,-0.98754844,-0.99996744,-0.99989442,-0.99973947,-0.026817262,-0.065612404,0.10829363,-0.99966692,-0.99810048,-0.99405708,-0.99999949,-0.99998032,-0.99977323,-0.099653368,-0.041752688,-0.057090517,-0.99864702,-0.99834258,-0.99701419
21,Laying,0.24414894,-0.021648353,-0.095978478,-0.9642001,-0.98428737,-0.97530841,-0.99898411,-0.99985613,-0.99915938,-0.22241514,0.59946528,0.80195636,-0.96691992,-0.99194901,-0.98200777,-0.94149535,-0.26430482,0.25417144,0.062212904,0.0077380152,0.011304761,-0.99520132,-0.99315562,-0.99181504,-0.99995518,-0.99991072,-0.99984575,-0.031048683,-0.049952286,0.087016313,-0.99360578,-0.97411157,-0.99782955,-0.99996345,-0.99950243,-0.9999888,-0.094332525,-0.053514383,-0.052063947,-0.99602265,-0.99507814,-0.99658468
19,Laying,0.27776025,-0.016209581,-0.10679478,-0.984129,-0.98956705,-0.9800997,-0.99980671,-0.99993771,-0.99954268,-0.52010304,0.686811,0.75371751,-0.99291837,-0.9968332,-0.99842572,-0.99810457,-0.041477557,0.10681476,0.068914404,0.009587818,-0.002636938,-0.97362846,-0.98549906,-0.97207545,-0.99947486,-0.9997559,-0.99920292,-0.029903672,-0.073731969,0.082604459,-0.97716064,-0.97150777,-0.98396345,-0.99972042,-0.99952847,-0.99981041,-0.11024244,-0.03595007,-0.054511896,-0.96400771,-0.9705599,-0.97715073
17,DownStairs,0.39190515,-0.02149987,0.01303965,0.27378031,-0.11646945,-0.43110839,-0.18628564,-0.84856084,-0.82967482,0.92805798,-0.23093968,-0.085237328,-0.8749759,-0.90390031,-0.76145255,0.80796045,-0.91195397,-0.98114627,-0.10979338,-0.14556045,0.16552794,-0.054237759,-0.35971519,-0.70793503,-0.55009116,-0.79074506,-0.9536237,0.52753986,-0.44021197,-0.10563078,-0.44726326,-0.55658134,-0.4373421,-0.6628055,-0.87941661,-0.83840012,-0.28283787,-0.069808315,-0.073451047,-0.4899815,-0.72914796,-0.53363349
14,Walking,0.31795322,-0.01618075,-0.17763773,-0.29702913,-0.055455437,0.18475988,-0.75127578,-0.82721127,-0.36704507,0.78639418,-0.28087826,-0.45298954,-0.9668768,-0.96253462,-0.96142741,0.46070831,-0.866671,-0.58397539,-0.26312133,-0.15992693,0.17007253,-0.3436937,-0.30604481,-0.35186873,-0.78164831,-0.75475448,-0.78345135,-0.04111549,0.044409583,0.10633164,-0.62287544,0.086609029,-0.074014274,-0.93471435,-0.41573442,-0.6031495,-0.14758405,0.39915041,0.17485819,-0.57709019,-0.44975019,-0.45198719
9,Sitting,0.27792071,-0.011670313,-0.11046855,-0.99560031,-0.95882561,-0.96247036,-0.99997187,-0.99946632,-0.99884297,0.9646384,-0.0061023751,-0.13736561,-0.99959386,-0.98090257,-0.98955663,0.90274164,-0.99969899,-0.95956108,0.077765976,0.014797716,-0.043980903,-0.99351436,-0.98033845,-0.98702905,-0.99993481,-0.99961874,-0.99972274,-0.014608249,-0.13613743,0.073348252,-0.9765051,-0.96880928,-0.97235637,-0.9995992,-0.99878598,-0.99947028,-0.09788011,-0.039372371,-0.050496284,-0.98093529,-0.99145867,-0.98820515
16,Walking,0.20855568,-0.022771107,-0.14187034,-0.37782176,-0.32939729,-0.18908836,-0.80415045,-0.9120987,-0.7014066,0.95161236,0.085047381,-0.1526148,-0.9889328,-0.96669799,-0.97210024,0.86846335,-0.97940796,-0.95044636,-0.043768072,-0.27620902,0.53963423,-0.35701445,-0.54707568,-0.48601894,-0.79064606,-0.89379753,-0.86186445,-0.080077944,-0.12711332,0.076631266,-0.59550933,-0.50357451,-0.39452575,-0.92332,-0.87738527,-0.8294884,-0.11558912,-0.091914113,0.0081131171,-0.68037181,-0.67427672,-0.56910828
23,Laying,0.25423092,-0.019815033,-0.10629676,-0.97822065,-0.99405604,-0.99233444,-0.99956094,-0.99995757,-0.99986483,-0.38926827,0.44470634,0.91673462,-0.97190601,-0.99401599,-0.9963565,-0.99326185,-0.5868383,0.64174287,0.08745389,0.016536319,-0.0062512651,-0.98877316,-0.99389732,-0.99195847,-0.99986034,-0.99992257,-0.99984919,-0.027003395,-0.087347999,0.085846148,-0.99163075,-0.96716089,-0.99650844,-0.99995374,-0.9993575,-0.99997998,-0.098546368,-0.051844822,-0.053553124,-0.98354848,-0.97810842,-0.9954199
23,Laying,0.27318191,-0.018954597,-0.10798959,-0.95113998,-0.97204182,-0.9736094,-0.99859959,-0.99973832,-0.99932094,-0.41251831,0.4419103,0.91974,-0.96800059,-0.98991059,-0.98733532,-0.99640319,-0.59181103,0.65259843,0.063414692,0.0035714823,0.01494781,-0.98745486,-0.98925167,-0.99136131,-0.99983573,-0.99983888,-0.99983514,-0.030335846,-0.058687165,0.087592435,-0.98357278,-0.94123923,-0.99781707,-0.9998446,-0.99811323,-0.99998829,-0.10384497,-0.034795426,-0.052833915,-0.98346228,-0.98499189,-0.99629066
18,DownStairs,0.23422922,-0.048830408,-0.1054824,-0.31671245,-0.17030237,-0.32166192,-0.76485834,-0.86447913,-0.79059292,0.91304877,-0.25103646,-0.22350802,-0.95658895,-0.86148058,-0.94574615,0.76887278,-0.89398283,-0.89603862,0.28829873,-0.29231569,-0.054872888,-0.37445325,-0.37103837,-0.55333223,-0.80162895,-0.79776441,-0.89511321,-0.25236434,0.1117851,0.14397754,-0.27198467,-0.57384223,-0.43268448,-0.7259655,-0.90388145,-0.84890491,0.072488484,-0.22237909,-0.18509549,-0.6951147,-0.64247832,-0.58245551
